2021-11-05 13:18:10
2021-11-05 18:42:16

step :5000 |ssim:0.5703| psnr:18.9811
step :270000 |ssim:0.4343| psnr:17.0949psnr:11.2204 |ssim:0.2731psnr:10.1388 |ssim:0.1448psnr:30.3948 |ssim:0.9068
step :280000 |ssim:0.4416| psnr:17.2513psnr:11.2409 |ssim:0.2769psnr:9.9839 |ssim:0.1375psnr:30.6007 |ssim:0.9088
step :290000 |ssim:0.4410| psnr:17.2752psnr:11.1431 |ssim:0.2741psnr:9.9724 |ssim:0.1350psnr:30.5295 |ssim:0.9081
step :300000 |ssim:0.4391| psnr:17.2150psnr:10.8738 |ssim:0.2581psnr:9.5232 |ssim:0.1133psnr:30.5019 |ssim:0.9084
step :310000 |ssim:0.4266| psnr:16.9663psnr:11.4667 |ssim:0.2985psnr:9.9791 |ssim:0.1372psnr:30.5454 |ssim:0.9058
step :320000 |ssim:0.4472| psnr:17.3304psnr:11.0433 |ssim:0.2691psnr:10.2510 |ssim:0.1529psnr:30.4624 |ssim:0.9087
step :330000 |ssim:0.4436| psnr:17.2523psnr:11.2341 |ssim:0.2772psnr:9.8404 |ssim:0.1286psnr:30.6581 |ssim:0.9097
step :340000 |ssim:0.4385| psnr:17.2442psnr:11.1721 |ssim:0.2722psnr:9.3429 |ssim:0.1061psnr:30.4529 |ssim:0.9093
step :350000 |ssim:0.4292| psnr:16.9893psnr:11.0737 |ssim:0.2701psnr:9.8327 |ssim:0.1296psnr:30.7462 |ssim:0.9098
step :360000 |ssim:0.4365| psnr:17.2175psnr:11.3227 |ssim:0.2829psnr:9.7171 |ssim:0.1235psnr:30.6520 |ssim:0.9084
step :370000 |ssim:0.4383| psnr:17.2306psnr:11.3564 |ssim:0.2848psnr:9.7153 |ssim:0.1228psnr:30.5820 |ssim:0.9093
step :380000 |ssim:0.4389| psnr:17.2179psnr:11.2650 |ssim:0.2789psnr:9.5680 |ssim:0.1175psnr:30.8445 |ssim:0.9122
step :390000 |ssim:0.4362| psnr:17.2258psnr:11.3284 |ssim:0.2809psnr:10.1474 |ssim:0.1443psnr:30.7100 |ssim:0.9112
step :400000 |ssim:0.4455| psnr:17.3953psnr:11.1412 |ssim:0.2722psnr:10.0320 |ssim:0.1376psnr:30.8879 |ssim:0.9123
step :410000 |ssim:0.4407| psnr:17.3537psnr:11.1439 |ssim:0.2736psnr:9.7101 |ssim:0.1239psnr:30.8907 |ssim:0.9128
step :420000 |ssim:0.4367| psnr:17.2482psnr:11.1790 |ssim:0.2735psnr:9.7612 |ssim:0.1262psnr:30.9024 |ssim:0.9129
step :430000 |ssim:0.4375| psnr:17.2809psnr:11.1106 |ssim:0.2708psnr:9.7775 |ssim:0.1272psnr:30.8162 |ssim:0.9128
step :440000 |ssim:0.4369| psnr:17.2348psnr:11.1012 |ssim:0.2705psnr:9.8131 |ssim:0.1286psnr:30.8959 |ssim:0.9136
step :450000 |ssim:0.4376| psnr:17.2701psnr:11.0834 |ssim:0.2695psnr:9.7465 |ssim:0.1257psnr:30.9088 |ssim:0.9136
step :460000 |ssim:0.4362| psnr:17.2462psnr:11.1539 |ssim:0.2728psnr:9.8233 |ssim:0.1295psnr:30.8868 |ssim:0.9132
step :470000 |ssim:0.4385| psnr:17.2880psnr:11.1610 |ssim:0.2734psnr:9.8442 |ssim:0.1303psnr:30.8933 |ssim:0.9135
step :480000 |ssim:0.4391| psnr:17.2995psnr:11.1530 |ssim:0.2729psnr:9.7931 |ssim:0.1280psnr:30.9160 |ssim:0.9137
step :490000 |ssim:0.4382| psnr:17.2874psnr:11.1580 |ssim:0.2732psnr:9.7794 |ssim:0.1273psnr:30.9153 |ssim:0.9136
step :500000 |ssim:0.4381| psnr:17.28432022-12-11 04:06:032022-12-15 10:44:53
psnr:26.0640 |ssim:0.9372psnr:13.8608 |ssim:0.4011psnr:23.8773 |ssim:0.8051
step :5000 |ssim:0.7145| psnr:21.2674
 model saved at step :5000| max_psnr:21.2674|max_ssim:0.7145psnr:19.2403 |ssim:0.8023psnr:12.8328 |ssim:0.3259psnr:20.1010 |ssim:0.6516
step :10000 |ssim:0.5933| psnr:17.3914psnr:4.8037 |ssim:0.1420psnr:5.1129 |ssim:0.0488psnr:5.1913 |ssim:0.0636
step :15000 |ssim:0.0848| psnr:5.03602022-12-15 16:29:24
psnr:4.6630 |ssim:0.1870psnr:5.0391 |ssim:0.0982psnr:4.7159 |ssim:0.1172
step :15000 |ssim:0.1341| psnr:4.8060psnr:4.4403 |ssim:0.1678psnr:4.7418 |ssim:0.0488psnr:4.6040 |ssim:0.1081
step :20000 |ssim:0.1082| psnr:4.59542022-12-15 20:38:23
psnr:19.5881 |ssim:0.8462psnr:13.0927 |ssim:0.3770psnr:23.3794 |ssim:0.7846
step :15000 |ssim:0.6693| psnr:18.6868psnr:4.8358 |ssim:0.1311psnr:5.6222 |ssim:0.09582022-12-16 00:04:45
psnr:5.0044 |ssim:0.1200psnr:5.5842 |ssim:0.0757psnr:5.2889 |ssim:0.0891
step :20000 |ssim:0.0949| psnr:5.2925psnr:4.4024 |ssim:0.3163psnr:4.2986 |ssim:0.2033psnr:4.4567 |ssim:0.2295
step :25000 |ssim:0.2497| psnr:4.3859psnr:4.8265 |ssim:0.1356psnr:5.1928 |ssim:0.0448psnr:4.9336 |ssim:0.0785
step :30000 |ssim:0.0863| psnr:4.9843psnr:4.7098 |ssim:0.1265psnr:4.9240 |ssim:0.0423psnr:4.6223 |ssim:0.0880
step :35000 |ssim:0.0856| psnr:4.7520psnr:4.5087 |ssim:0.0957psnr:4.9135 |ssim:0.0198psnr:4.5730 |ssim:0.0529
step :40000 |ssim:0.0562| psnr:4.6651psnr:4.5574 |ssim:0.1671psnr:4.5754 |ssim:0.0887psnr:4.4757 |ssim:0.1185
step :45000 |ssim:0.1248| psnr:4.5362psnr:4.4707 |ssim:0.1626psnr:4.9288 |ssim:0.1037psnr:4.6889 |ssim:0.1313
step :50000 |ssim:0.1326| psnr:4.6961psnr:5.3462 |ssim:0.1208psnr:5.2079 |ssim:0.0425psnr:4.8434 |ssim:0.0808
step :55000 |ssim:0.0814| psnr:5.1325psnr:4.8894 |ssim:0.0813psnr:5.3079 |ssim:0.0349psnr:5.2113 |ssim:0.0519
step :60000 |ssim:0.0560| psnr:5.1362psnr:5.0613 |ssim:0.0399psnr:5.0564 |ssim:0.0424psnr:6.2240 |ssim:0.0315
step :65000 |ssim:0.0379| psnr:5.4472psnr:5.3998 |ssim:0.0956psnr:5.3873 |ssim:0.0224psnr:5.3600 |ssim:0.0399
step :70000 |ssim:0.0526| psnr:5.3823psnr:7.5291 |ssim:0.2119psnr:5.6833 |ssim:0.0565psnr:5.6621 |ssim:0.0972
step :75000 |ssim:0.1219| psnr:6.2915psnr:4.4415 |ssim:0.3491psnr:4.2065 |ssim:0.2544psnr:4.5991 |ssim:0.2214
step :80000 |ssim:0.2750| psnr:4.4157psnr:5.1270 |ssim:0.1177psnr:5.4289 |ssim:0.03932022-12-16 23:38:59
psnr:4.7209 |ssim:0.1619psnr:5.1865 |ssim:0.0406psnr:4.9559 |ssim:0.0836
step :20000 |ssim:0.0954| psnr:4.9544psnr:5.2633 |ssim:0.0647psnr:5.5712 |ssim:0.0214psnr:5.7742 |ssim:0.0421
step :25000 |ssim:0.0427| psnr:5.5362psnr:5.4669 |ssim:0.2647psnr:5.1478 |ssim:0.1504psnr:5.0746 |ssim:0.1899
step :30000 |ssim:0.2016| psnr:5.2298psnr:12.3296 |ssim:0.5425psnr:7.3872 |ssim:0.2018psnr:11.9054 |ssim:0.3399
step :35000 |ssim:0.3614| psnr:10.5407psnr:5.9879 |ssim:0.1526psnr:5.2898 |ssim:0.0407psnr:5.8234 |ssim:0.0839
step :40000 |ssim:0.0924| psnr:5.7004psnr:4.9878 |ssim:0.1410psnr:5.2117 |ssim:0.0707psnr:5.4186 |ssim:0.0707
step :45000 |ssim:0.0942| psnr:5.2061psnr:4.8482 |ssim:0.1523psnr:4.9417 |ssim:0.0711psnr:5.1041 |ssim:0.0636
step :50000 |ssim:0.0957| psnr:4.9647psnr:5.1330 |ssim:0.0610psnr:5.5346 |ssim:0.0246psnr:5.0417 |ssim:0.0808
step :55000 |ssim:0.0555| psnr:5.2364psnr:4.9692 |ssim:0.2243psnr:4.6752 |ssim:0.1364psnr:4.9503 |ssim:0.1635
step :60000 |ssim:0.1747| psnr:4.8649psnr:6.5450 |ssim:0.2412psnr:5.4123 |ssim:0.0799psnr:5.6982 |ssim:0.1188
step :65000 |ssim:0.1467| psnr:5.8851psnr:4.4303 |ssim:0.1851psnr:4.5925 |ssim:0.0660psnr:4.3082 |ssim:0.1069
step :70000 |ssim:0.1194| psnr:4.4437psnr:4.8429 |ssim:0.1073psnr:4.9216 |ssim:0.0761psnr:4.9976 |ssim:0.0982
step :75000 |ssim:0.0939| psnr:4.9207psnr:5.3683 |ssim:0.0886psnr:5.5508 |ssim:0.03652022-12-17 21:39:39
psnr:9.9525 |ssim:0.2975psnr:7.4831 |ssim:0.16182022-12-17 22:38:03
2022-12-18 21:54:38
psnr:4.6628 |ssim:0.2063psnr:4.8927 |ssim:0.0702psnr:4.4599 |ssim:0.1425
step :5000 |ssim:0.1397| psnr:4.6718
 model saved at step :5000| max_psnr:4.6718|max_ssim:0.1397psnr:4.7498 |ssim:0.1452psnr:5.2472 |ssim:0.0705psnr:5.0164 |ssim:0.0888
step :10000 |ssim:0.1015| psnr:5.0045psnr:4.9519 |ssim:0.0377psnr:5.3055 |ssim:0.0134psnr:5.3555 |ssim:0.0274
step :15000 |ssim:0.0262| psnr:5.2043psnr:4.6247 |ssim:0.1925psnr:5.0259 |ssim:0.1299psnr:5.1895 |ssim:0.1395
step :20000 |ssim:0.1540| psnr:4.9467
 model saved at step :20000| max_psnr:4.9467|max_ssim:0.1540psnr:4.5116 |ssim:0.1405psnr:5.0514 |ssim:0.0742psnr:5.0680 |ssim:0.1001
step :25000 |ssim:0.1049| psnr:4.8770psnr:4.5381 |ssim:0.2208psnr:4.9267 |ssim:0.1374psnr:4.4713 |ssim:0.1839
step :30000 |ssim:0.1807| psnr:4.6454psnr:4.7121 |ssim:0.1487psnr:5.0976 |ssim:0.1122psnr:4.4874 |ssim:0.1595
step :35000 |ssim:0.1401| psnr:4.7657psnr:4.7688 |ssim:0.1498psnr:4.9409 |ssim:0.0924psnr:5.6908 |ssim:0.1056
step :40000 |ssim:0.1159| psnr:5.1335psnr:4.5469 |ssim:0.1479psnr:5.1328 |ssim:0.0890psnr:4.5839 |ssim:0.1211
step :45000 |ssim:0.1193| psnr:4.7546psnr:4.6148 |ssim:0.1847psnr:5.0436 |ssim:0.1059psnr:4.6520 |ssim:0.1424
step :50000 |ssim:0.1443| psnr:4.7702psnr:4.7707 |ssim:0.1659psnr:5.0641 |ssim:0.0956psnr:4.8641 |ssim:0.1274
step :55000 |ssim:0.1296| psnr:4.8997psnr:5.1695 |ssim:0.0493psnr:6.0366 |ssim:0.0229psnr:5.5014 |ssim:0.0476
step :60000 |ssim:0.0399| psnr:5.56922022-12-19 19:18:55
psnr:4.7479 |ssim:0.1587psnr:5.0271 |ssim:0.0531psnr:5.1769 |ssim:0.0951
step :5000 |ssim:0.1023| psnr:4.9840
 model saved at step :5000| max_psnr:4.9840|max_ssim:0.1023psnr:4.7677 |ssim:0.2210psnr:4.8648 |ssim:0.0789psnr:4.3308 |ssim:0.1420
step :10000 |ssim:0.1473| psnr:4.6544psnr:5.0141 |ssim:0.1247psnr:5.1809 |ssim:0.0585psnr:5.3549 |ssim:0.0824
step :15000 |ssim:0.0885| psnr:5.1833psnr:4.5826 |ssim:0.1803psnr:5.0887 |ssim:0.0584psnr:4.6361 |ssim:0.1265
step :20000 |ssim:0.1217| psnr:4.7691psnr:5.3285 |ssim:0.0686psnr:5.7039 |ssim:0.0390psnr:4.7986 |ssim:0.0811
step :25000 |ssim:0.0629| psnr:5.2770psnr:5.0996 |ssim:0.0698psnr:5.5855 |ssim:0.0341psnr:5.5154 |ssim:0.0576
step :30000 |ssim:0.0538| psnr:5.4001psnr:5.0431 |ssim:0.0864psnr:5.4515 |ssim:0.0339psnr:5.5249 |ssim:0.0434
step :35000 |ssim:0.0546| psnr:5.3398psnr:4.7028 |ssim:0.1338psnr:5.1075 |ssim:0.0426psnr:5.0773 |ssim:0.0837
step :40000 |ssim:0.0867| psnr:4.9625psnr:4.8924 |ssim:0.1093psnr:5.5316 |ssim:0.0574psnr:5.1178 |ssim:0.0835
step :45000 |ssim:0.0834| psnr:5.1806psnr:4.5613 |ssim:0.1893psnr:5.0917 |ssim:0.0717psnr:4.5850 |ssim:0.1513
step :50000 |ssim:0.1374| psnr:4.74602022-12-20 12:55:01
2022-12-20 12:55:54
psnr:26.3545 |ssim:0.9406psnr:14.0386 |ssim:0.4013psnr:23.9054 |ssim:0.8063
step :5000 |ssim:0.7161| psnr:21.4328
 model saved at step :5000| max_psnr:21.4328|max_ssim:0.7161psnr:4.8649 |ssim:0.1485psnr:5.2584 |ssim:0.0935psnr:4.9109 |ssim:0.1037
step :10000 |ssim:0.1152| psnr:5.0114psnr:4.8320 |ssim:0.0343psnr:5.7542 |ssim:0.0352psnr:5.6475 |ssim:0.0341
step :15000 |ssim:0.0345| psnr:5.4112psnr:7.4034 |ssim:0.2271psnr:5.5807 |ssim:0.0604psnr:5.1232 |ssim:0.0868
step :20000 |ssim:0.1248| psnr:6.03582022-12-20 20:18:47
2022-12-20 20:20:13
psnr:22.1029 |ssim:0.8784psnr:13.8341 |ssim:0.3831psnr:23.8539 |ssim:0.7946
step :10000 |ssim:0.6854| psnr:19.9303psnr:5.0491 |ssim:0.0395psnr:6.6991 |ssim:0.02222022-12-20 22:55:18
psnr:4.7306 |ssim:0.1418psnr:5.4734 |ssim:0.0521psnr:4.8505 |ssim:0.1128
step :15000 |ssim:0.1022| psnr:5.0182psnr:4.6806 |ssim:0.1230psnr:4.8840 |ssim:0.0581psnr:4.7247 |ssim:0.0683
step :20000 |ssim:0.0831| psnr:4.7631psnr:4.4737 |ssim:0.1571psnr:4.7485 |ssim:0.0832psnr:4.5620 |ssim:0.0853
step :25000 |ssim:0.1085| psnr:4.5947psnr:4.8109 |ssim:0.1133psnr:5.0659 |ssim:0.0621psnr:4.8473 |ssim:0.0873
step :30000 |ssim:0.0876| psnr:4.9080psnr:4.5967 |ssim:0.1772psnr:5.0264 |ssim:0.0892psnr:4.5429 |ssim:0.1427
step :35000 |ssim:0.1363| psnr:4.7220psnr:4.6001 |ssim:0.1547psnr:4.9554 |ssim:0.0642psnr:4.9165 |ssim:0.0896
step :40000 |ssim:0.1028| psnr:4.8240psnr:5.4064 |ssim:0.0966psnr:5.4783 |ssim:0.0437psnr:5.5230 |ssim:0.0561
step :45000 |ssim:0.0655| psnr:5.4692psnr:4.8663 |ssim:0.1622psnr:5.0902 |ssim:0.1218psnr:5.1614 |ssim:0.0869
step :50000 |ssim:0.1236| psnr:5.03932022-12-21 12:59:43
psnr:18.7780 |ssim:0.7441psnr:12.4209 |ssim:0.3077psnr:19.9046 |ssim:0.6186
step :15000 |ssim:0.5568| psnr:17.0345psnr:4.6857 |ssim:0.1961psnr:4.5935 |ssim:0.11302022-12-21 16:07:55
psnr:4.7699 |ssim:0.1059psnr:5.1713 |ssim:0.0477psnr:4.8686 |ssim:0.0564
step :20000 |ssim:0.0700| psnr:4.9366psnr:4.8158 |ssim:0.1428psnr:4.9717 |ssim:0.0884psnr:5.0280 |ssim:0.1144
step :25000 |ssim:0.1152| psnr:4.93852022-12-21 19:52:09
2022-12-21 19:59:34
psnr:4.6341 |ssim:0.2060psnr:5.1542 |ssim:0.1092psnr:4.8486 |ssim:0.1376
step :20000 |ssim:0.1509| psnr:4.8790psnr:4.5498 |ssim:0.1674psnr:4.7713 |ssim:0.0395psnr:4.5261 |ssim:0.0837
step :25000 |ssim:0.0969| psnr:4.6157psnr:4.5777 |ssim:0.1821psnr:4.7171 |ssim:0.0878psnr:4.6418 |ssim:0.1255
step :30000 |ssim:0.1318| psnr:4.6456psnr:5.2037 |ssim:0.1392psnr:5.1069 |ssim:0.0476psnr:5.0640 |ssim:0.0705
step :35000 |ssim:0.0858| psnr:5.1248psnr:4.3250 |ssim:0.2482psnr:4.3101 |ssim:0.1414psnr:4.2484 |ssim:0.1905
step :40000 |ssim:0.1934| psnr:4.2945psnr:4.8676 |ssim:0.1129psnr:5.1927 |ssim:0.0523psnr:5.2195 |ssim:0.0557
step :45000 |ssim:0.0736| psnr:5.0933psnr:4.7189 |ssim:0.1094psnr:4.9622 |ssim:0.0236psnr:4.7609 |ssim:0.0513
step :50000 |ssim:0.0614| psnr:4.8140psnr:4.7607 |ssim:0.1569psnr:4.9667 |ssim:0.0573psnr:4.7193 |ssim:0.1252
step :55000 |ssim:0.1132| psnr:4.8156psnr:4.8383 |ssim:0.1359psnr:5.0325 |ssim:0.08332022-12-24 21:29:32
2022-12-24 21:35:52
psnr:24.7728 |ssim:0.9177psnr:13.4130 |ssim:0.3889psnr:23.8474 |ssim:0.8032
step :5000 |ssim:0.7033| psnr:20.6777
 model saved at step :5000| max_psnr:20.6777|max_ssim:0.7033psnr:26.8079 |ssim:0.9503psnr:13.8181 |ssim:0.4027psnr:23.7977 |ssim:0.8019
step :10000 |ssim:0.7183| psnr:21.4746
 model saved at step :10000| max_psnr:21.4746|max_ssim:0.7183psnr:5.3455 |ssim:0.0640psnr:6.4978 |ssim:0.0435psnr:5.9510 |ssim:0.0414
step :15000 |ssim:0.0496| psnr:5.9314psnr:4.7255 |ssim:0.1962psnr:5.2162 |ssim:0.1183psnr:5.9093 |ssim:0.0963
step :20000 |ssim:0.1369| psnr:5.2837psnr:4.6210 |ssim:0.1950psnr:4.5795 |ssim:0.1426psnr:4.5200 |ssim:0.1698
step :25000 |ssim:0.1691| psnr:4.5735psnr:4.9591 |ssim:0.1127psnr:5.1284 |ssim:0.0576psnr:5.1699 |ssim:0.0745
step :30000 |ssim:0.0816| psnr:5.0858psnr:6.0448 |ssim:0.1587psnr:5.1713 |ssim:0.0361psnr:5.2739 |ssim:0.0567
step :35000 |ssim:0.0838| psnr:5.4967psnr:5.5000 |ssim:0.2053psnr:4.8721 |ssim:0.0946psnr:5.0320 |ssim:0.1142
step :40000 |ssim:0.1380| psnr:5.1347psnr:7.6103 |ssim:0.3807psnr:6.0001 |ssim:0.17432022-12-25 12:04:35
psnr:24.9104 |ssim:0.9283psnr:13.6487 |ssim:0.3941psnr:23.8625 |ssim:0.8017
step :15000 |ssim:0.7080| psnr:20.80722022-12-25 13:59:06
psnr:24.7537 |ssim:0.9253psnr:13.8983 |ssim:0.4001psnr:23.8966 |ssim:0.8056
step :20000 |ssim:0.7104| psnr:20.8495psnr:4.7947 |ssim:0.1568psnr:5.1193 |ssim:0.09232022-12-25 17:12:40
psnr:21.2883 |ssim:0.8920psnr:13.4733 |ssim:0.3953psnr:22.2756 |ssim:0.7658
step :25000 |ssim:0.6844| psnr:19.0124psnr:5.1396 |ssim:0.1173psnr:5.6687 |ssim:0.09042022-12-25 19:43:24
psnr:25.8216 |ssim:0.9342psnr:14.0777 |ssim:0.4065psnr:23.8763 |ssim:0.8045
step :30000 |ssim:0.7151| psnr:21.2585psnr:4.9720 |ssim:0.0936psnr:5.3187 |ssim:0.0332psnr:5.3049 |ssim:0.0740
step :35000 |ssim:0.0669| psnr:5.1985psnr:4.8017 |ssim:0.1357psnr:5.0280 |ssim:0.0940psnr:4.8459 |ssim:0.1141
step :40000 |ssim:0.1146| psnr:4.8919psnr:4.6660 |ssim:0.2110psnr:4.8746 |ssim:0.0857psnr:4.8459 |ssim:0.1222
step :45000 |ssim:0.1396| psnr:4.7955psnr:4.8236 |ssim:0.1889psnr:4.8264 |ssim:0.0782psnr:4.7591 |ssim:0.1132
step :50000 |ssim:0.1268| psnr:4.8030psnr:4.9042 |ssim:0.1698psnr:4.8826 |ssim:0.0760psnr:4.6807 |ssim:0.1106
step :55000 |ssim:0.1188| psnr:4.8225psnr:5.8518 |ssim:0.1592psnr:5.1372 |ssim:0.0884psnr:4.9396 |ssim:0.1256
step :60000 |ssim:0.1244| psnr:5.3095psnr:7.8049 |ssim:0.2164psnr:6.2894 |ssim:0.0812psnr:6.9288 |ssim:0.1375
step :65000 |ssim:0.1450| psnr:7.0077psnr:10.3618 |ssim:0.3231psnr:6.8899 |ssim:0.1168psnr:9.2285 |ssim:0.2094
step :70000 |ssim:0.2165| psnr:8.8267psnr:8.0458 |ssim:0.3389psnr:5.6493 |ssim:0.18942022-12-26 12:10:39
2022-12-26 12:36:58
psnr:24.6668 |ssim:0.9221psnr:14.3345 |ssim:0.4152psnr:24.1358 |ssim:0.8082
step :35000 |ssim:0.7152| psnr:21.0457psnr:5.2775 |ssim:0.0110psnr:6.2734 |ssim:0.0067psnr:5.7530 |ssim:0.0261
step :40000 |ssim:0.0146| psnr:5.7680psnr:4.8899 |ssim:0.1300psnr:5.0422 |ssim:0.08282022-12-26 16:57:40
psnr:23.4982 |ssim:0.9080psnr:13.7075 |ssim:0.4028psnr:23.9207 |ssim:0.8073
step :40000 |ssim:0.7061| psnr:20.3755psnr:25.9087 |ssim:0.9381psnr:14.2973 |ssim:0.4164psnr:24.0126 |ssim:0.8076
step :45000 |ssim:0.7207| psnr:21.4062psnr:25.6821 |ssim:0.9364psnr:13.9893 |ssim:0.4063psnr:23.9154 |ssim:0.8028
step :50000 |ssim:0.7152| psnr:21.1956psnr:23.2468 |ssim:0.9071psnr:13.9710 |ssim:0.4076psnr:24.0726 |ssim:0.8107
step :55000 |ssim:0.7085| psnr:20.4301psnr:5.0018 |ssim:0.0954psnr:5.6096 |ssim:0.0415psnr:5.0353 |ssim:0.0748
step :60000 |ssim:0.0706| psnr:5.2155psnr:5.0089 |ssim:0.1190psnr:5.0676 |ssim:0.0315psnr:4.8124 |ssim:0.0380
step :65000 |ssim:0.0628| psnr:4.9629psnr:4.9350 |ssim:0.1495psnr:4.7951 |ssim:0.0581psnr:4.5307 |ssim:0.0961
step :70000 |ssim:0.1012| psnr:4.7536psnr:4.7614 |ssim:0.1830psnr:4.7425 |ssim:0.0932psnr:4.7925 |ssim:0.1074
step :75000 |ssim:0.1279| psnr:4.7655psnr:4.8939 |ssim:0.1279psnr:5.1431 |ssim:0.0562psnr:5.0227 |ssim:0.0931
step :80000 |ssim:0.0924| psnr:5.0199psnr:4.9395 |ssim:0.1196psnr:5.2367 |ssim:0.0507psnr:5.7130 |ssim:0.0818
step :85000 |ssim:0.0840| psnr:5.2964psnr:7.0312 |ssim:0.2541psnr:6.4544 |ssim:0.0654psnr:9.1166 |ssim:0.1457
step :90000 |ssim:0.1551| psnr:7.53402022-12-27 11:55:17
psnr:25.6344 |ssim:0.9315psnr:14.5231 |ssim:0.4356psnr:23.8788 |ssim:0.8093
step :60000 |ssim:0.7254| psnr:21.34542022-12-27 14:02:44
psnr:23.8661 |ssim:0.9143psnr:14.2082 |ssim:0.4220psnr:23.4504 |ssim:0.7961
step :65000 |ssim:0.7108| psnr:20.5082psnr:25.1355 |ssim:0.9295psnr:13.5856 |ssim:0.4059psnr:23.9811 |ssim:0.8055
step :70000 |ssim:0.7136| psnr:20.9007psnr:25.1651 |ssim:0.9278psnr:14.3871 |ssim:0.4269psnr:24.0273 |ssim:0.8108
step :75000 |ssim:0.7218| psnr:21.1932psnr:26.7867 |ssim:0.9476psnr:14.0815 |ssim:0.4135psnr:23.9931 |ssim:0.8085
step :80000 |ssim:0.7232| psnr:21.6204
 model saved at step :80000| max_psnr:21.6204|max_ssim:0.7232psnr:24.3474 |ssim:0.9162psnr:14.3325 |ssim:0.4301psnr:23.9744 |ssim:0.8094
step :85000 |ssim:0.7186| psnr:20.8848psnr:26.4427 |ssim:0.9462psnr:13.9066 |ssim:0.4136psnr:24.0921 |ssim:0.8094
step :90000 |ssim:0.7231| psnr:21.4804psnr:27.0592 |ssim:0.9520psnr:13.7578 |ssim:0.4071psnr:23.9825 |ssim:0.8093
step :95000 |ssim:0.7228| psnr:21.5998psnr:27.0405 |ssim:0.9512psnr:14.1671 |ssim:0.4156psnr:24.0762 |ssim:0.8104
step :100000 |ssim:0.7257| psnr:21.7612
 model saved at step :100000| max_psnr:21.7612|max_ssim:0.7257psnr:26.6306 |ssim:0.9452psnr:14.0833 |ssim:0.4134psnr:24.1126 |ssim:0.8096
step :105000 |ssim:0.7228| psnr:21.6088psnr:25.8349 |ssim:0.9327psnr:13.9688 |ssim:0.4129psnr:23.9729 |ssim:0.8074
step :110000 |ssim:0.7176| psnr:21.2589psnr:26.3451 |ssim:0.9418psnr:13.9541 |ssim:0.4083psnr:24.0444 |ssim:0.8103
step :115000 |ssim:0.7201| psnr:21.4479psnr:27.0223 |ssim:0.9522psnr:13.8804 |ssim:0.4113psnr:23.9993 |ssim:0.8080
step :120000 |ssim:0.7238| psnr:21.6340psnr:26.1501 |ssim:0.9399psnr:14.0279 |ssim:0.4165psnr:23.9187 |ssim:0.8073
step :125000 |ssim:0.7212| psnr:21.3656psnr:25.8367 |ssim:0.9342psnr:14.1580 |ssim:0.4149psnr:24.0204 |ssim:0.8090
step :130000 |ssim:0.7193| psnr:21.3383psnr:26.1670 |ssim:0.9383psnr:13.9113 |ssim:0.4113psnr:24.1005 |ssim:0.8100
step :135000 |ssim:0.7199| psnr:21.3929psnr:26.2712 |ssim:0.9417psnr:14.0005 |ssim:0.4167psnr:23.9786 |ssim:0.8081
step :140000 |ssim:0.7222| psnr:21.4168psnr:4.4823 |ssim:0.2284psnr:4.5831 |ssim:0.1153psnr:4.5214 |ssim:0.1637
step :145000 |ssim:0.1691| psnr:4.5290psnr:5.3210 |ssim:0.0874psnr:5.2095 |ssim:0.0522psnr:5.0027 |ssim:0.0687
step :150000 |ssim:0.0695| psnr:5.17772022-12-28 21:42:44
psnr:25.7069 |ssim:0.9383psnr:13.7209 |ssim:0.4068psnr:23.7690 |ssim:0.8040
step :145000 |ssim:0.7164| psnr:21.0656psnr:25.5951 |ssim:0.9418psnr:14.8456 |ssim:0.4335psnr:23.8954 |ssim:0.8082
step :150000 |ssim:0.7278| psnr:21.4454psnr:26.7600 |ssim:0.9474psnr:14.5248 |ssim:0.4270psnr:24.0013 |ssim:0.8087
step :155000 |ssim:0.7277| psnr:21.7620
 model saved at step :155000| max_psnr:21.7620|max_ssim:0.7277psnr:26.5512 |ssim:0.9468psnr:13.7431 |ssim:0.4081psnr:23.7880 |ssim:0.8061
step :160000 |ssim:0.7203| psnr:21.3608psnr:25.8293 |ssim:0.9343psnr:14.2512 |ssim:0.4189psnr:24.0042 |ssim:0.8080
step :165000 |ssim:0.7204| psnr:21.3616psnr:27.4611 |ssim:0.9534psnr:14.0853 |ssim:0.4147psnr:23.9647 |ssim:0.8032
step :170000 |ssim:0.7237| psnr:21.8370psnr:26.8961 |ssim:0.9480psnr:14.1383 |ssim:0.4184psnr:23.9636 |ssim:0.8061
step :175000 |ssim:0.7241| psnr:21.6660psnr:26.7895 |ssim:0.9503psnr:14.0580 |ssim:0.4133psnr:23.9867 |ssim:0.8080
step :180000 |ssim:0.7239| psnr:21.6114psnr:26.9778 |ssim:0.9488psnr:14.3049 |ssim:0.4240psnr:23.9989 |ssim:0.8079
step :185000 |ssim:0.7269| psnr:21.7605psnr:27.2789 |ssim:0.9538psnr:14.1408 |ssim:0.4168psnr:23.9703 |ssim:0.8088
step :190000 |ssim:0.7265| psnr:21.7967psnr:26.3731 |ssim:0.9443psnr:14.0762 |ssim:0.4160psnr:23.8856 |ssim:0.8045
step :195000 |ssim:0.7216| psnr:21.4450psnr:27.1145 |ssim:0.9531psnr:14.1826 |ssim:0.4168psnr:23.9538 |ssim:0.8074
